"series","label","time","fitted"
"spore","Spore (S)",5.429704393291,458924.598759254
"spore","Spore (S)",5.53263653554683,470212.638165097
"spore","Spore (S)",5.63751998585592,481567.03504629
"spore","Spore (S)",5.74439173560923,492972.720648851
"spore","Spore (S)",5.85328947745197,504414.471390807
"spore","Spore (S)",5.96425161857738,515876.992488131
"spore","Spore (S)",6.07731729427265,527345.001115543
"spore","Spore (S)",6.19252638172148,538803.308168426
"spore","Spore (S)",6.30991951406842,550236.897739251
"spore","Spore (S)",6.4295380947498,561631.003484
"spore","Spore (S)",6.55142431209634,572971.181129141
"spore","Spore (S)",6.67562115421251,584243.376455263
"spore","Spore (S)",6.80217242413809,595433.988187078
"spore","Spore (S)",6.93112275529704,606529.925318471
"spore","Spore (S)",7.06251762723933,617518.658503161
"spore","Spore (S)",7.19640338168105,628388.265243836
"spore","Spore (S)",7.33282723884883,639127.468713071
"spore","Spore (S)",7.47183731413383,649725.670135958
"spore","Spore (S)",7.61348263506165,660172.974755342
"spore","Spore (S)",7.75781315858385,670460.211484434
"spore","Spore (S)",7.90487978869731,680578.94642732
"spore","Spore (S)",8.05473439439755,690521.490514456
"spore","Spore (S)",8.20742982797245,700280.901557362
"spore","Spore (S)",8.36301994364274,709850.981074004
"spore","Spore (S)",8.52155961655589,719226.266273865
"spore","Spore (S)",8.68310476214,728402.01761968
"spore","Spore (S)",8.84771235582472,737374.202401789
"spore","Spore (S)",9.01544045313582,746139.474771457
"spore","Spore (S)",9.18634821017096,754695.152682263
"spore","Spore (S)",9.36049590446336,763039.19218443
"spore","Spore (S)",9.53794495624119,771170.159506675
"spore","Spore (S)",9.71875795008985,779087.20134465
"spore","Spore (S)",9.90299865702498,786790.013755318
"spore","Spore (S)",10.0907320569839,794278.810033284
"spore","Spore (S)",10.2820243617433,801554.287919303
"spore","Spore (S)",10.4769430382717,808617.596463396
"spore","Spore (S)",10.6755568325244,815470.302836109
"spore","Spore (S)",10.8779357936891,822114.359351961
"spore","Spore (S)",11.0841512988921,828552.070939616
"spore","Spore (S)",11.2942760783723,834786.063264313
"spore","Spore (S)",11.508384241132,840819.251679883
"spore","Spore (S)",11.7265513010748,846654.811160673
"spore","Spore (S)",11.9488542036387,852296.147338095
"spore","Spore (S)",12.1753713529338,857746.868742608
"spore","Spore (S)",12.4061826393947,863010.760329606
"spore","Spore (S)",12.6413694679572,868091.758347392
"spore","Spore (S)",12.8810147867691,872993.926586851
"spore","Spore (S)",13.1252031164449,877721.434035747
"spore","Spore (S)",13.3740205798759,882278.533945832
"spore","Spore (S)",13.6275549326044,886669.544307825
"spore","Spore (S)",13.8858955937747,890898.829718086
"spore","Spore (S)",14.14913367767,894970.784611052
"spore","Spore (S)",14.4173620258479,898889.817823287
"spore","Spore (S)",14.6906752398844,902660.33844829
"spore","Spore (S)",14.9691697147392,906286.742935608
"spore","Spore (S)",15.252943672753,909773.403383521
"spore","Spore (S)",15.5420971982901,913124.656971309
"spore","Spore (S)",15.8367322730365,916344.796474716
"spore","Spore (S)",16.1369528119686,919438.06180681
"spore","Spore (S)",16.4428647000024,922408.63252564
"spore","Spore (S)",16.7545758293386,925260.62124997
"spore","Spore (S)",17.0721961375146,927998.067924809
"spore","Spore (S)",17.3958376461789,930624.934879352
"spore","Spore (S)",17.7256145006,933145.10262117
"spore","Spore (S)",18.0616430099241,935562.366312169
"spore","Spore (S)",18.4040416881963,937880.432873601
"spore","Spore (S)",18.7529312961596,940102.91866948
"spore","Spore (S)",19.1084348838457,942233.34772
"spore","Spore (S)",19.470677833974,944275.150398754
"spore","Spore (S)",19.8397879061725,946231.662570017
"spore","Spore (S)",20.2158952820376,948106.125124706
"spore","Spore (S)",20.5991326110478,949901.683876043
"spore","Spore (S)",20.989635057348,951621.389778346
"spore","Spore (S)",21.3875403474207,953268.199434751
"spore","Spore (S)",21.7929888186603,954844.97586192
"spore","Spore (S)",22.2061234688696,956354.489482064
"spore","Spore (S)",22.6270900066931,957799.419314784
"spore","Spore (S)",23.056036903007,959182.35434324
"spore","Spore (S)",23.4931154432842,960505.795031223
"spore","Spore (S)",23.9384797809503,961772.154969553
"spore","Spore (S)",24.3922869917528,962983.762632011
"spore","Spore (S)",24.8546971291596,964142.863222722
"spore","Spore (S)",25.325873280809,965251.620598532
"spore","Spore (S)",25.8059816260284,966312.119251353
"spore","Spore (S)",26.2951914944448,967326.366336929
"spore","Spore (S)",26.7936754257054,968296.29373773
"spore","Spore (S)",27.3016092303308,969223.760148931
"spore","Spore (S)",27.8191720517216,970110.553177596
"spore","Spore (S)",28.3465464293406,970958.391446157
"spore","Spore (S)",28.883918363093,971768.926692337
"spore","Spore (S)",29.4314773789262,972543.745858528
"spore","Spore (S)",29.9894165956744,973284.373164442
"spore","Spore (S)",30.5579327931694,973992.272157651
"spore","Spore (S)",31.137226481643,974668.847737303
"spore","Spore (S)",31.7275019724452,975315.448146937
"spore","Spore (S)",32.3289674501027,975933.366932905
"spore","Spore (S)",32.9418350457439,976523.84486544
"spore","Spore (S)",33.5663209119149,977088.071819878
"spore","Spore (S)",34.2026452988151,977627.188615998
"spore","Spore (S)",34.851032631977,978142.288813778
"spore","Spore (S)",35.511711591419,978634.420464312
"spore","Spore (S)",36.1849151922988,979104.587814861
"spore","Spore (S)",36.8708808670953,979553.752967342
"spore","Spore (S)",37.5698505493489,979982.837489797
"spore","Spore (S)",38.2820707589895,980392.723980638
"spore","Spore (S)",39.0077926892812,980784.257585604
"spore","Spore (S)",39.747272295416,981158.247467609
"spore","Spore (S)",40.5007703847868,981515.468229775
"spore","Spore (S)",41.2685527089717,981856.6612921
"spore","Spore (S)",42.0508900574618,982182.536222294
"spore","Spore (S)",42.8480583531663,982493.772021497
"spore","Spore (S)",43.6603387497279,982791.018365553
"spore","Spore (S)",44.4880177306827,983074.896802745
"spore","Spore (S)",45.3313872105006,983346.0019088
"spore","Spore (S)",46.1907446375405,983604.902400163
"spore","Spore (S)",47.0663930989575,983852.142206461
"spore","Spore (S)",47.9586414275989,984088.24150323
"spore","Spore (S)",48.8678043109267,984313.69770586
"spore","Spore (S)",49.7942024020047,984528.986425906
"spore","Spore (S)",50.7381624325898,984734.562390745
"spore","Spore (S)",51.7000173283672,984930.860327706
"spore","Spore (S)",52.6801063263702,985118.295813729
"spore","Spore (S)",53.6787750946255,985297.266091606
"spore","Spore (S)",54.6963758540676,985468.150853915
"spore","Spore (S)",55.7332675027633,985631.312995651
"spore","Spore (S)",56.7898157424917,985787.099336625
"spore","Spore (S)",57.8663932077238,985935.841314657
"spore","Spore (S)",58.9633795970471,986077.855650576
"spore","Spore (S)",60.0811618070819,986213.444986
"spore","Spore (S)",61.2201340689354,986342.898494893
"spore","Spore (S)",62.3806980872439,986466.49246983
"spore","Spore (S)",63.5632631818498,986584.490883929
"spore","Spore (S)",64.7682464321651,986697.145929307
"spore","Spore (S)",65.9960728242712,986804.698532982
"spore","Spore (S)",67.247175400807,986907.37885108
"spore","Spore (S)",68.5219954136998,987005.406742138
"spore","Spore (S)",69.8209824797897,987098.992220361
"spore","Spore (S)",71.1445947394059,987188.335889607
"spore","Spore (S)",72.493299017948,987273.629358812
"spore","Spore (S)",73.867570990531,987355.055639668
"spore","Spore (S)",75.2678953497511,987432.789527207
"spore","Spore (S)",76.694765976633,987506.997964002
"spore","Spore (S)",78.1486861148157,987577.840388638
"spore","Spore (S)",79.6301685480428,987645.469069112
"spore","Spore (S)",81.1397357810161,987710.02942176
"spore","Spore (S)",82.6779202236779,987771.660316329
"spore","Spore (S)",84.2452643789869,987830.49436773
"spore","Spore (S)",85.842321034254,987886.658215081
"spore","Spore (S)",87.4696534561049,987940.272788526
"spore","Spore (S)",89.1278355891392,987991.453564358
"spore","Spore (S)",90.8174522583545,988040.310808952
"spore","Spore (S)",92.5390993754094,988086.949811952
"spore","Spore (S)",94.2933841487951,988131.471109207
"spore","Spore (S)",96.080925297993,988173.970695855
"spore","Spore (S)",97.90235327169,988214.54023
"spore","Spore (S)",99.7583104701324,988253.267227375
"spore","Spore (S)",101.649451471694,988290.235247389
"spore","Spore (S)",103.576443263741,988325.524070914
"spore","Spore (S)",105.539965477869,988359.209870178
"spore","Spore (S)",107.540710629607,988391.365371113
"spore","Spore (S)",109.579384362655,988422.06000847
"spore","Spore (S)",111.656705697765,988451.360074023
"spore","Spore (S)",113.773407286327,988479.328858179
"spore","Spore (S)",115.93023566877,988506.026785245
"spore","Spore (S)",118.127951537862,988531.51154267
"spore","Spore (S)",120.367330006993,988555.838204505
"spore","Spore (S)",122.649160883559,988579.05934933
"spore","Spore (S)",124.97424894751,988601.22517291
"spore","Spore (S)",127.343414235197,988622.383595802
"spore","Spore (S)",129.757492328582,988642.580366135
"spore","Spore (S)",132.217334649948,988661.859157768
"spore","Spore (S)",134.723808762184,988680.261664064
"spore","Spore (S)",137.277798674764,988697.827687429
"spore","Spore (S)",139.880205155532,988714.59522483
"spore","Spore (S)",142.531946048395,988730.600549483
"spore","Spore (S)",145.233956597032,988745.87828884
"spore","Spore (S)",147.987189774753,988760.461499089
"spore","Spore (S)",150.792616620597,988774.381736276
"spore","Spore (S)",153.651226581813,988787.66912424
"spore","Spore (S)",156.564027862827,988800.352419478
"spore","Spore (S)",159.532047780824,988812.459073082
"spore","Spore (S)",162.556333128076,988824.015289881
"spore","Spore (S)",165.637950541134,988835.046084925
"spore","Spore (S)",168.777986877022,988845.5753374
"spore","Spore (S)",171.977549596559,988855.625842128
"spore","Spore (S)",175.237767154951,988865.219358722
"spore","Spore (S)",178.559789399785,988874.37665853
"spore","Spore (S)",181.944787976574,988883.117569459
"spore","Spore (S)",185.393956741977,988891.461018757
"spore","Spore (S)",188.908512184869,988899.425073878
"spore","Spore (S)",192.489693855381,988907.026981491
"spore","Spore (S)",196.138764802077,988914.283204717
"spore","Spore (S)",199.85701201742,988921.209458686
"spore","Spore (S)",203.645746891684,988927.820744486
"spore","Spore (S)",207.506305675464,988934.131381578
"spore","Spore (S)",211.440049950965,988940.155038729
"spore","Spore (S)",215.448367112213,988945.904763553
"spore","Spore (S)",219.532670854381,988951.39301072
"spore","Spore (S)",223.69440167238,988956.631668867
"spore","Spore (S)",227.935027368915,988961.632086314
"spore","Spore (S)",232.256043572157,988966.405095587
"spore","Spore (S)",236.658974263243,988970.961036862
"spore","Spore (S)",241.145372313768,988975.309780305
"spore","Spore (S)",245.716820033464,988979.46074744
"spore","Spore (S)",250.374929728273,988983.42293152
"spore","Spore (S)",255.121344268986,988987.204916979
"spore","Spore (S)",259.957737670667,988990.814898014
"spore","Spore (S)",264.88581568307,988994.260696307
"spore","Spore (S)",269.907316392231,988997.549777958
"spore","Spore (S)",275.024010833479,989000.689269632
"spore","Spore (S)",280.237703616066,989003.685973993
"spore","Spore (S)",285.55023355963,989006.54638442
"spore","Spore (S)",290.963474342731,989009.276699067
"spore","Spore (S)",296.479335163682,989011.882834276
"spore","Spore (S)",302.099761413901,989014.370437388
"spore","Spore (S)",307.826735364036,989016.744898969
"spore","Spore (S)",313.662276863089,989019.011364475
"spore","Spore (S)",319.608444050801,989021.174745404
"spore","Spore (S)",325.667334083535,989023.239729918
"spore","Spore (S)",331.841083873926,989025.210793003
"spore","Spore (S)",338.131870844548,989027.092206161
"spore","Spore (S)",344.541913695869,989028.888046651
"spore","Spore (S)",351.073473188769,989030.602206327
"spore","Spore (S)",357.728852941886,989032.238400066
"spore","Spore (S)",364.510400244079,989033.800173809
"spore","Spore (S)",371.4205068823,989035.290912249
"spore","Spore (S)",378.461609985147,989036.713846154
"spore","Spore (S)",385.636192882422,989038.072059369
"spore","Spore (S)",392.946785980974,989039.368495501
"spore","Spore (S)",400.395967657152,989040.605964282
"spore","Spore (S)",407.986365166172,989041.787147673
"spore","Spore (S)",415.720655568724,989042.914605659
"spore","Spore (S)",423.601566675149,989043.990781804
"spore","Spore (S)",431.631878007507,989045.018008543
"spore","Spore (S)",439.814421779894,989045.998512229
"spore","Spore (S)",448.152083897329,989046.934417969
"spore","Spore (S)",456.647804973594,989047.827754211
"spore","Spore (S)",465.304581368353,989048.680457161
"spore","Spore (S)",474.125466243942,989049.49437496
"spore","Spore (S)",483.113570642191,989050.271271692
"spore","Spore (S)",492.272064581661,989051.012831211
"spore","Spore (S)",501.604178175672,989051.720660791
"spore","Spore (S)",511.113202771541,989052.396294599
"spore","Spore (S)",520.802492111403,989053.041197033
"spore","Spore (S)",530.675463515047,989053.656765879
"spore","Spore (S)",540.735599085173,989054.244335355
"spore","Spore (S)",550.986446935491,989054.805178997
"spore","Spore (S)",561.431622442113,989055.34051241
"spore","Spore (S)",572.074809518658,989055.851495917
"spore","Spore (S)",582.919761915535,989056.339237065
"spore","Spore (S)",593.970304543854,989056.804793026
"spore","Spore (S)",605.230334824432,989057.249172885
"spore","Spore (S)",616.703824062386,989057.673339837
"spore","Spore (S)",628.394818847764,989058.078213266
"spore","Spore (S)",640.307442482744,989058.464670732
"spore","Spore (S)",652.445896435879,989058.833549891
"spore","Spore (S)",664.814461823924,989059.185650294
"spore","Spore (S)",677.417500921735,989059.521735125
"spore","Spore (S)",690.259458700804,989059.842532855
"spore","Spore (S)",703.344864396963,989060.148738822
"spore","Spore (S)",716.678333107796,989060.441016741
"spore","Spore (S)",730.264567420345,989060.720000131
"spore","Spore (S)",744.108359069663,989060.986293698
"spore","Spore (S)",758.214590628816,989061.240474649
"spore","Spore (S)",772.58823723092,989061.483093931
"spore","Spore (S)",787.234368323821,989061.714677431
"spore","Spore (S)",802.158149458041,989061.935727122
"spore","Spore (S)",817.364844108622,989062.146722138
"spore","Spore (S)",832.859815531498,989062.348119824
"spore","Spore (S)",848.648528655068,989062.54035672
"spore","Spore (S)",864.736552007622,989062.723849515
"spore","Spore (S)",881.129559681309,989062.898995936
"spore","Spore (S)",897.833333333333,989063.066175628
"veg","Vegetative (V)",0.5,57705071.2047624
"veg","Vegetative (V)",0.509478613825001,57701377.8958465
"veg","Vegetative (V)",0.51913691589009,57697434.2090922
"veg","Vegetative (V)",0.528978312586138,57693223.1968587
"veg","Vegetative (V)",0.539006274879748,57688726.7680033
"veg","Vegetative (V)",0.549224339537423,57683925.6112393
"veg","Vegetative (V)",0.559636110372956,57678799.113429
"veg","Vegetative (V)",0.570245259518458,57673325.2724879
"veg","Vegetative (V)",0.581055528719484,57667480.6045554
"veg","Vegetative (V)",0.592070730654712,57661240.0450681
"veg","Vegetative (V)",0.603294750280637,57654576.8433514
"veg","Vegetative (V)",0.614731546201758,57647462.4503198
"veg","Vegetative (V)",0.626385152066743,57639866.3988572
"veg","Vegetative (V)",0.638259677991054,57631756.176421
"veg","Vegetative (V)",0.650359312006548,57623097.0893911
"veg","Vegetative (V)",0.662688321538555,57613852.1186574
"veg","Vegetative (V)",0.675251054910959,57603981.7659134
"veg","Vegetative (V)",0.68805194287981,57593443.8900961
"veg","Vegetative (V)",0.70109550019601,57582193.5333838
"veg","Vegetative (V)",0.714386327197618,57570182.7361345
"veg","Vegetative (V)",0.727929111432352,57557360.3401186
"veg","Vegetative (V)",0.741728629310839,57543671.7793702
"veg","Vegetative (V)",0.755789747791209,57529058.8579506
"veg","Vegetative (V)",0.770117426095625,57513459.5138916
"veg","Vegetative (V)",0.784716717459354,57496807.5685512
"veg","Vegetative (V)",0.799592770912993,57479032.4605935
"veg","Vegetative (V)",0.814750833098487,57460058.963773
"veg","Vegetative (V)",0.830196250119565,57439806.8876792
"veg","Vegetative (V)",0.84593446942726,57418190.7605782
"veg","Vegetative (V)",0.861971041741176,57395119.4934646
"veg","Vegetative (V)",0.878311623007174,57370496.0244246
"veg","Vegetative (V)",0.894961976392164,57344216.9423982
"veg","Vegetative (V)",0.911927974316726,57316172.0894274
"veg","Vegetative (V)",0.929215600526254,57286244.1404759
"veg","Vegetative (V)",0.946830952201364,57254308.1599194
"veg","Vegetative (V)",0.964780242108314,57220231.1338277
"veg","Vegetative (V)",0.983069800790186,57183871.4771905
"veg","Vegetative (V)",1.00170607879961,57145078.5152912
"veg","Vegetative (V)",1.0206956489738,57103691.9384917
"veg","Vegetative (V)",1.04004520875277,57059541.229781
"veg","Vegetative (V)",1.05976158254139,57012445.0645424
"veg","Vegetative (V)",1.07985172411635,56962210.6821277
"veg","Vegetative (V)",1.10032271907867,56908633.2289883
"veg","Vegetative (V)",1.12118178735272,56851495.0733101
"veg","Vegetative (V)",1.1424362857326,56790565.0913313
"veg","Vegetative (V)",1.16409371047686,56725597.9258024
"veg","Vegetative (V)",1.1861616999523,56656333.2173762
"veg","Vegetative (V)",1.20864803732801,56582494.8101009
"veg","Vegetative (V)",1.23156065332037,56503789.932636
"veg","Vegetative (V)",1.25490762899015,56419908.3573336
"veg","Vegetative (V)",1.27869719859264,56330521.5399248
"veg","Vegetative (V)",1.30293775248178,56235281.7432384
"veg","Vegetative (V)",1.32763784006936,56133821.1491673
"veg","Vegetative (V)",1.35280617284031,56025750.96399
"veg","Vegetative (V)",1.37845162742517,55910660.5231692
"veg","Vegetative (V)",1.40458324873079,55788116.4028896
"veg","Vegetative (V)",1.43121025313036,55657661.5468863
"veg","Vegetative (V)",1.45834203171397,55518814.4185432
"veg","Vegetative (V)",1.48598815360074,55371068.1898482
"veg","Vegetative (V)",1.51415836931375,55213889.9805555
"veg","Vegetative (V)",1.54286261421899,55046720.1628649
"veg","Vegetative (V)",1.57211101202942,54868971.7490688
"veg","Vegetative (V)",1.60191387837554,54680029.8819509
"veg","Vegetative (V)",1.6322817244436,54479251.4502559
"veg","Vegetative (V)",1.66322526068281,54265964.8542707
"veg","Vegetative (V)",1.69475540058281,54039469.9494629
"veg","Vegetative (V)",1.72688326452273,53799038.1991964
"veg","Vegetative (V)",1.75962018369327,53543913.0707609
"veg","Vegetative (V)",1.79297770409308,53273310.7122734
"veg","Vegetative (V)",1.82696759060095,52986420.9513937
"veg","Vegetative (V)",1.86160183112515,52682408.6601769
"veg","Vegetative (V)",1.89689264083145,52360415.5336782
"veg","Vegetative (V)",1.93285246645131,52019562.3330365
"veg","Vegetative (V)",1.9694939906717,51658951.6465637
"veg","Vegetative (V)",2.00683013660817,51277671.2247065
"veg","Vegetative (V)",2.04487407236274,50874797.9464524
"veg","Vegetative (V)",2.08363921566811,50449402.4756045
"veg","Vegetative (V)",2.12313923862,50000554.6651232
"veg","Vegetative (V)",2.16338807249917,49527329.7661376
"veg","Vegetative (V)",2.20439991268484,49028815.4949721
"veg","Vegetative (V)",2.24618922366125,48504120.0062776
"veg","Vegetative (V)",2.28877074411918,47952380.8127342
"veg","Vegetative (V)",2.33215949215411,47372774.6814438
"veg","Vegetative (V)",2.37637077056299,46764528.5236643
"veg","Vegetative (V)",2.42142017224137,46126931.2775829
"veg","Vegetative (V)",2.46732358568286,45459346.7630612
"veg","Vegetative (V)",2.51409720058287,44761227.4624036
"veg","Vegetative (V)",2.56175751354855,44032129.152039
"veg","Vegetative (V)",2.61032133391699,43271726.2764721
"veg","Vegetative (V)",2.65980578968372,42479827.9180732
"veg","Vegetative (V)",2.71022833354354,41656394.1745409
"veg","Vegetative (V)",2.76160674904602,40801552.7107733
"veg","Vegetative (V)",2.81395915686747,39915615.2043062
"veg","Vegetative (V)",2.86730402120201,38999093.3546677
"veg","Vegetative (V)",2.9216601562737,38052714.0785998
"veg","Vegetative (V)",2.97704673297213,37077433.467142
"veg","Vegetative (V)",3.03348328561378,36074449.0395416
"veg","Vegetative (V)",3.09098971883163,35045209.7956629
"veg","Vegetative (V)",3.14958631459534,33991423.5461923
"veg","Vegetative (V)",3.20929373936446,32915060.9918157
"veg","Vegetative (V)",3.27013305137732,31818356.0321024
"veg","Vegetative (V)",3.33212570807808,30703801.8152875
"veg","Vegetative (V)",3.39529357368454,29574142.0943543
"veg","Vegetative (V)",3.45965892689947,28432357.5348639
"veg","Vegetative (V)",3.52524446876806,27281646.7269686
"veg","Vegetative (V)",3.59207333068441,26125401.787685
"veg","Vegetative (V)",3.6601690825497,24967178.597886
"veg","Vegetative (V)",3.72955574108509,23810661.8977996
"veg","Vegetative (V)",3.80025777830222,22659625.6592905
"veg","Vegetative (V)",3.87230013013418,21517889.3550715
"veg","Vegetative (V)",3.94570820523027,20389270.9447084
"veg","Vegetative (V)",4.02050789391731,19277537.5839017
"veg","Vegetative (V)",4.09672557733093,18186355.2253349
"veg","Vegetative (V)",4.17438813671998,17119238.4046621
"veg","Vegetative (V)",4.25352296292725,16079501.583145
"veg","Vegetative (V)",4.33415796604998,15070213.4401749
"veg","Vegetative (V)",4.41632158528346,14094155.4683612
"veg","Vegetative (V)",4.5000427989513,13153786.1187056
"veg","Vegetative (V)",4.58535113472577,12251211.5754806
"veg","Vegetative (V)",4.67227668004196,11388164.0161693
"veg","Vegetative (V)",4.76085009270932,10565987.9418549
"veg","Vegetative (V)",4.85110261172434,9785634.86210385
"veg","Vegetative (V)",4.94306606828832,9047666.30268655
"veg","Vegetative (V)",5.03677289703386,8352264.79276397
"veg","Vegetative (V)",5.1322561474643,7699252.19866085
"veg","Vegetative (V)",5.2295494956099,7088114.5205587
"veg","Vegetative (V)",5.32868725590514,6518032.06987278
"veg","Vegetative (V)",5.429704393291,5987913.80810346
"veg","Vegetative (V)",5.53263653554683,5496434.55720773
"veg","Vegetative (V)",5.63751998585592,5042073.78675757
"veg","Vegetative (V)",5.74439173560923,4623154.73949008
"veg","Vegetative (V)",5.85328947745197,4237882.76563405
"veg","Vegetative (V)",5.96425161857738,3884381.8861487
"veg","Vegetative (V)",6.07731729427265,3560728.78269275
"veg","Vegetative (V)",6.19252638172148,3264983.60436832
"veg","Vegetative (V)",6.30991951406842,2995217.1754299
"veg","Vegetative (V)",6.4295380947498,2749534.37324717
"veg","Vegetative (V)",6.55142431209634,2526093.61315344
"veg","Vegetative (V)",6.67562115421251,2323122.52026029
"veg","Vegetative (V)",6.80217242413809,2138929.98432478
"veg","Vegetative (V)",6.93112275529704,1971914.88115358
"veg","Vegetative (V)",7.06251762723933,1820571.8036608
"veg","Vegetative (V)",7.19640338168105,1683494.17994616
"veg","Vegetative (V)",7.33282723884883,1559375.16805043
"veg","Vegetative (V)",7.47183731413383,1447006.71136764
"veg","Vegetative (V)",7.61348263506165,1345277.11920189
"veg","Vegetative (V)",7.75781315858385,1253167.50764249
"veg","Vegetative (V)",7.90487978869731,1169747.40039658
"veg","Vegetative (V)",8.05473439439755,1094169.75053603
"veg","Vegetative (V)",8.20742982797245,1025665.60476668
"veg","Vegetative (V)",8.36301994364274,963538.593700676
"veg","Vegetative (V)",8.52155961655589,907159.396043397
"veg","Vegetative (V)",8.68310476214,855960.292451265
"veg","Vegetative (V)",8.84771235582472,809429.896531824
"veg","Vegetative (V)",9.01544045313582,767108.126187847
"veg","Vegetative (V)",9.18634821017096,728581.458165523
"veg","Vegetative (V)",9.36049590446336,693478.492006919
"veg","Vegetative (V)",9.53794495624119,661465.836282901
"veg","Vegetative (V)",9.71875795008985,632244.319597283
"veg","Vegetative (V)",9.90299865702498,605545.520993209
"veg","Vegetative (V)",10.0907320569839,581128.608655681
"veg","Vegetative (V)",10.2820243617433,558777.471814006
"veg","Vegetative (V)",10.4769430382717,538298.128165836
"veg","Vegetative (V)",10.6755568325244,519516.387673519
"veg","Vegetative (V)",10.8779357936891,502275.752969375
"veg","Vegetative (V)",11.0841512988921,486435.536636189
"veg","Vegetative (V)",11.2942760783723,471869.176127546
"veg","Vegetative (V)",11.508384241132,458462.727918165
"veg","Vegetative (V)",11.7265513010748,446113.523515243
"veg","Vegetative (V)",11.9488542036387,434728.971130889
"veg","Vegetative (V)",12.1753713529338,424225.4880467
"veg","Vegetative (V)",12.4061826393947,414527.549945337
"veg","Vegetative (V)",12.6413694679572,405566.844704757
"veg","Vegetative (V)",12.8810147867691,397281.519324131
"veg","Vegetative (V)",13.1252031164449,389615.509759957
"veg","Vegetative (V)",13.3740205798759,382517.944486725
"veg","Vegetative (V)",13.6275549326044,375942.613553885
"veg","Vegetative (V)",13.8858955937747,369847.49578823
"veg","Vegetative (V)",14.14913367767,364194.337589565
"veg","Vegetative (V)",14.4173620258479,358948.277490496
"veg","Vegetative (V)",14.6906752398844,354077.511302402
"veg","Vegetative (V)",14.9691697147392,349552.993254116
"veg","Vegetative (V)",15.252943672753,345348.16905242
"veg","Vegetative (V)",15.5420971982901,341438.737259568
"veg","Vegetative (V)",15.8367322730365,337802.435797712
"veg","Vegetative (V)",16.1369528119686,334418.850758365
"veg","Vegetative (V)",16.4428647000024,331269.245021441
"veg","Vegetative (V)",16.7545758293386,328336.404477458
"veg","Vegetative (V)",17.0721961375146,325604.499902049
"veg","Vegetative (V)",17.3958376461789,323058.9627578
"veg","Vegetative (V)",17.7256145006,320686.373397843
"veg","Vegetative (V)",18.0616430099241,318474.360321585
"veg","Vegetative (V)",18.4040416881963,316411.509288303
"veg","Vegetative (V)",18.7529312961596,314487.281231194
"veg","Vegetative (V)",19.1084348838457,312691.938035291
"veg","Vegetative (V)",19.470677833974,311016.475349176
"veg","Vegetative (V)",19.8397879061725,309452.561694321
"veg","Vegetative (V)",20.2158952820376,307992.483218796
"veg","Vegetative (V)",20.5991326110478,306629.093515197
"veg","Vegetative (V)",20.989635057348,305355.767987165
"veg","Vegetative (V)",21.3875403474207,304166.362305886
"veg","Vegetative (V)",21.7929888186603,303055.17454827
"veg","Vegetative (V)",22.2061234688696,302016.910653035
"veg","Vegetative (V)",22.6270900066931,301046.652870235
"veg","Vegetative (V)",23.056036903007,300139.830914596
"veg","Vegetative (V)",23.4931154432842,299292.195563865
"veg","Vegetative (V)",23.9384797809503,298499.794470643
"veg","Vegetative (V)",24.3922869917528,297758.94998045
"veg","Vegetative (V)",24.8546971291596,297066.238770182
"veg","Vegetative (V)",25.325873280809,296418.473140271
"veg","Vegetative (V)",25.8059816260284,295812.683810762
"veg","Vegetative (V)",26.2951914944448,295246.10408663
"veg","Vegetative (V)",26.7936754257054,294716.155271097
"veg","Vegetative (V)",27.3016092303308,294220.433217637
"veg","Vegetative (V)",27.8191720517216,293756.695922088
"veg","Vegetative (V)",28.3465464293406,293322.85206577
"veg","Vegetative (V)",28.883918363093,292916.950429054
"veg","Vegetative (V)",29.4314773789262,292537.170102427
"veg","Vegetative (V)",29.9894165956744,292181.811428961
"veg","Vegetative (V)",30.5579327931694,291849.287618148
"veg","Vegetative (V)",31.137226481643,291538.116976614
"veg","Vegetative (V)",31.7275019724452,291246.915706133
"veg","Vegetative (V)",32.3289674501027,290974.391223785
"veg","Vegetative (V)",32.9418350457439,290719.335963122
"veg","Vegetative (V)",33.5663209119149,290480.6216188
"veg","Vegetative (V)",34.2026452988151,290257.193800366
"veg","Vegetative (V)",34.851032631977,290048.067063853
"veg","Vegetative (V)",35.511711591419,289852.320292479
"veg","Vegetative (V)",36.1849151922988,289669.092400137
"veg","Vegetative (V)",36.8708808670953,289497.578333575
"veg","Vegetative (V)",37.5698505493489,289337.025351107
"veg","Vegetative (V)",38.2820707589895,289186.729557526
"veg","Vegetative (V)",39.0077926892812,289046.032676498
"veg","Vegetative (V)",39.747272295416,288914.319043223
"veg","Vegetative (V)",40.5007703847868,288791.012801503
"veg","Vegetative (V)",41.2685527089717,288675.57529058
"veg","Vegetative (V)",42.0508900574618,288567.50260826
"veg","Vegetative (V)",42.8480583531663,288466.323337866
"veg","Vegetative (V)",43.6603387497279,288371.596427495
"veg","Vegetative (V)",44.4880177306827,288282.909210945
"veg","Vegetative (V)",45.3313872105006,288199.875560453
"veg","Vegetative (V)",46.1907446375405,288122.134162135
"veg","Vegetative (V)",47.0663930989575,288049.346905667
"veg","Vegetative (V)",47.9586414275989,287981.197380391
"veg","Vegetative (V)",48.8678043109267,287917.389470559
"veg","Vegetative (V)",49.7942024020047,287857.646043006
