"time.h","time","rep","phase","total","spore_obs","veg_naive","spore_est","spore_lo","spore_hi","veg_est","veg_lo","veg_hi"
1032,43,"D","equilibrium",1710000,1140000,570000,1138921.56125073,1025413.63553967,1252925.30527914,483242.54606009,204415.156240101,768059.089579881
1080,45,"A","equilibrium",1830000,1560000,270000,1464414.46307325,1281018.80111524,1667599.03023986,363535.743030839,156673.724013895,553098.154133488
1080,45,"B","equilibrium",1360000,1250000,110000,1152717.43272123,941950.456597168,1348271.04580959,244634.203306143,75820.5205300123,471394.859042059
1080,45,"C","equilibrium",930000,710000,220000,715411.73913345,596879.983663573,835884.173861452,227427.789963495,45864.9618177796,468334.935928358
1080,45,"D","equilibrium",1040000,910000,130000,904082.133208421,797102.127974057,1007294.28076198,182871.883180883,33700.8189131342,396676.059260476
1128,47,"A","equilibrium",1800000,1300000,5e+05,1296505.22168352,1094558.79269801,1506596.49843294,498717.688415552,276611.049794229,705441.543249009
1128,47,"B","equilibrium",1650000,1560000,90000,1426485.08369023,1205435.15109207,1629618.33334738,255500.943762001,77721.6591180718,480410.841401996
1128,47,"C","equilibrium",940000,770000,170000,767311.669333822,650628.331974443,885033.335623754,204774.47262404,40898.6094800409,437785.282988631
1128,47,"D","equilibrium",1e+06,940000,60000,925046.356881284,813684.531108066,1025882.24642701,160465.476622849,26979.0922651894,359953.111037424
1176,49,"A","equilibrium",1730000,1690000,40000,1530169.94083128,1335900.99176178,1680755.2352608,203701.115296203,57054.4754353535,401500.549387132
1176,49,"B","equilibrium",1750000,1380000,370000,1359573.98528267,1123780.70309177,1587207.10679149,381219.419805594,140872.051229636,651743.662077522
1176,49,"C","equilibrium",920000,1020000,-1e+05,971367.675514383,835582.860321821,1081727.47163284,128486.98948064,19045.9804436111,310371.986563293
1176,49,"D","equilibrium",1040000,790000,250000,802567.107441577,699952.819075442,911921.161523409,234459.036609326,50569.5870666903,476287.498921086
1224,51,"A","equilibrium",1630000,920000,710000,987702.802421219,798283.940774453,1220502.88073491,636999.059753344,390847.182849949,832294.888288112
1224,51,"B","equilibrium",1340000,1060000,280000,1048254.70256002,828818.899059296,1254707.6435102,303513.307384442,98712.9645445569,554547.807209986
1224,51,"C","equilibrium",840000,650000,190000,658420.845499656,547217.180268969,773527.786702892,210628.974777121,41657.8974925432,443992.703807481
1224,51,"D","equilibrium",880000,850000,30000,839696.719563448,732226.141392899,941537.65022603,146759.379380183,24940.8709923327,336744.909113665
1272,53,"A","equilibrium",1840000,1210000,630000,1266273.96860987,1023757.95287425,1500372.30746469,568117.201372836,333560.477382581,819594.439296972
1272,53,"B","equilibrium",1540000,1150000,390000,1160104.1736923,934447.323272437,1379376.13386537,371216.810751376,138898.846436854,632601.667271622
1272,53,"C","equilibrium",830000,790000,40000,771055.365616488,646224.885867154,882125.529030184,157943.313311346,26694.5325149093,359359.524262885
1272,53,"D","equilibrium",1210000,1060000,150000,1044868.2280967,929037.881521049,1149443.86893196,196375.806719853,35622.6708218701,422858.161227035
1320,55,"A","equilibrium",1520000,1200000,320000,1174698.3267376,995159.36515181,1361778.44574831,343832.891533497,149900.413456072,535378.570275708
1320,55,"B","equilibrium",1270000,1580000,-310000,1247689.79243264,1049290.9682103,1461557.35016675,144837.645207747,37480.2037257244,309907.260310731
1320,55,"C","equilibrium",1050000,740000,310000,749025.771354014,634178.871644147,872643.622980584,279230.795339966,66405.0813539155,539282.630032545
1320,55,"D","equilibrium",1240000,980000,260000,977659.221326019,863903.70267386,1088244.57583161,248625.265312766,54467.0162185426,502897.036022246
1368,57,"A","equilibrium",1450000,1650000,-2e+05,1337568.91962009,1195191.38716724,1453676.43640755,127396.459518898,35384.5021685582,271825.022712933
1368,57,"B","equilibrium",1670000,1250000,420000,1252252.7584086,1004833.51578566,1482490.68358543,403533.055795109,157816.489499969,684688.812494212
1368,57,"C","equilibrium",720000,860000,-140000,816773.660034944,687643.885590039,925257.001005476,114887.231714872,17292.39384751,280691.273120247
1368,57,"D","equilibrium",1160000,820000,340000,835108.313374773,730391.784395348,948868.24201991,286901.545216385,72232.3430175577,546901.705851027
1416,59,"A","equilibrium",1700000,1600000,1e+05,1429574.35049883,1202407.21994249,1609444.86214643,272942.020692818,97146.8291277367,499403.905838731
1416,59,"B","equilibrium",1570000,1510000,60000,1366043.86943166,1150597.96907834,1565506.33952471,243428.801195194,73329.5430966952,472881.344251099
1416,59,"C","equilibrium",880000,850000,30000,826327.439312736,701397.821678722,935531.747189595,156459.391918551,26169.868680124,365436.383592509
1416,59,"D","equilibrium",1100000,9e+05,2e+05,898832.19566345,791217.063942502,1005189.42516995,217598.366808003,43537.1833221313,457380.66207719
1464,61,"A","equilibrium",1750000,1330000,420000,1294897.15118635,1099272.37403778,1505454.85403631,451278.525545057,231415.173730077,654602.432360419
1464,61,"B","equilibrium",1950000,1430000,520000,1435222.50167879,1181994.36434701,1683580.59426415,488914.03449254,219184.287772648,781950.472810432
1464,61,"C","equilibrium",920000,610000,310000,632509.301782784,519937.653313163,759156.329719149,268502.106032025,65209.920330592,524226.889537582
1464,61,"D","equilibrium",1370000,990000,380000,992028.534904998,881233.456135702,1104086.77004283,326973.516330732,95511.5696531926,592775.728196962
1512,63,"A","equilibrium",1560000,1080000,480000,1099790.98755738,908306.159552479,1314632.5762314,456222.336071289,229942.469594635,653736.244410677
1512,63,"B","equilibrium",1600000,1360000,240000,1297961.4199167,1072558.03044723,1508273.89743641,311124.111188571,106035.721783679,556554.522761601
1512,63,"C","equilibrium",960000,770000,190000,767598.329765727,648676.109723879,885506.887280607,216048.120861614,45437.6481508621,453123.146435092
1512,63,"D","equilibrium",1270000,1040000,230000,1032118.15988708,921621.714706689,1136198.13311791,235463.246222707,48804.9469844068,476347.124072348
1560,65,"A","equilibrium",1530000,1150000,380000,1162065.53122078,951325.245332855,1376477.78348278,365227.614977874,149811.645330883,582702.680855029
1560,65,"B","equilibrium",1660000,1090000,570000,1143364.5429653,899933.593005262,1380468.29440118,489900.650352212,222766.101114808,780940.540657134
1560,65,"C","equilibrium",1040000,690000,350000,705105.92275932,588862.387877105,829349.334365547,299539.14025099,77247.0720933801,562046.747307359
1560,65,"D","equilibrium",1120000,980000,140000,968726.570648679,857441.080576072,1073081.89357603,191565.407456497,35780.3152227998,412321.56019985
1608,67,"A","equilibrium",1710000,1180000,530000,1209643.8713854,978376.172105932,1420830.38495046,495736.834768691,282067.999541447,735153.378422989
1608,67,"B","equilibrium",1810000,1120000,690000,1190039.18764736,947854.751422241,1439747.79022423,584779.742099992,300040.39321674,877144.30254788
1608,67,"C","equilibrium",1020000,850000,170000,840901.787431832,720400.919016717,955265.967951663,209310.883139795,41308.8242324646,443063.157459458
1608,67,"D","equilibrium",1110000,950000,160000,943057.951675997,835609.701475474,1048342.1310047,197885.761852651,37214.6287688954,425619.049740623
1656,69,"A","equilibrium",1510000,1350000,160000,1250378.04634823,1047497.58256531,1424105.33333803,261506.294857738,89687.5452933399,467482.138310723
1656,69,"B","equilibrium",1590000,1260000,330000,1240674.97935217,1009534.34343478,1460235.40337502,347827.43184483,125017.834828853,615110.341327304
1656,69,"C","equilibrium",940000,640000,3e+05,658557.70475641,545777.073430157,781057.954263034,264252.210429843,60837.6377674117,524866.687355546
1656,69,"D","equilibrium",910000,930000,-20000,908827.036231184,796269.752609573,1009202.58819257,136491.676389397,22121.0210795995,321737.073689792
1704,71,"A","equilibrium",1680000,1380000,3e+05,1338281.22338798,1121185.93769915,1523910.53671586,339719.456173602,150258.048407075,561355.654763076
1704,71,"B","equilibrium",1660000,1260000,4e+05,1257781.33001246,1016176.65181353,1484229.96143864,390985.57098893,152903.592001859,668511.863322895
1704,71,"C","equilibrium",770000,8e+05,-30000,775122.868129438,650385.991578202,885480.966964876,136973.700180088,21573.6777298195,321405.746249111
1704,71,"D","equilibrium",1190000,950000,240000,948846.831241322,838979.103809849,1059059.17578668,235548.715345558,52783.1719156402,474404.815217795
1752,73,"A","equilibrium",1550000,1300000,250000,1271007.67147572,1060822.77438548,1439617.17800322,278649.307695608,109010.711393906,493883.934461656
1752,73,"B","equilibrium",1380000,950000,430000,997799.906805542,777280.104406349,1213809.49538065,374690.45804712,143993.74130701,634268.053131588
1752,73,"C","equilibrium",9e+05,960000,-60000,919841.901566616,786273.434167912,1029697.00334221,133819.515147061,20969.510850134,319935.298564672
1752,73,"D","equilibrium",970000,820000,150000,821543.738699577,718816.874889533,926246.352411469,191198.215989194,37528.3326281912,414958.527684105
1800,75,"A","equilibrium",1500000,1240000,260000,1189084.65948162,970094.336660466,1385708.71535875,310635.32273878,110324.41174967,534677.732255497
1800,75,"B","equilibrium",1540000,1370000,170000,1283884.9532708,1064822.93315781,1487631.08176858,278238.526889529,88393.0264248325,519160.385449368
1800,75,"C","equilibrium",850000,690000,160000,691819.374217834,576107.312947559,807367.510134334,198364.172653677,38430.8427773901,432097.840028104
1800,75,"D","equilibrium",9e+05,950000,-50000,924485.697443541,809736.449763684,1024760.81995548,130166.08368725,21184.3221566921,310995.703626064
1848,77,"A","equilibrium",1720000,1390000,330000,1347551.0254999,1129250.57365592,1543143.14082584,369977.34701003,170533.021710876,592470.523078796
1848,77,"B","equilibrium",1330000,1190000,140000,1110953.08982321,899792.04111632,1305131.14351564,251822.560329935,77864.2247458383,480412.408290807
1848,77,"C","equilibrium",8e+05,8e+05,0,777121.965284883,655054.751309885,885727.546961606,145992.861743137,24276.3604283278,339391.505678335
1848,77,"D","equilibrium",1140000,1160000,-20000,1124191.14212494,1005599.29811394,1225046.21235992,140311.273956346,23134.6369546357,326168.236292177
1896,79,"A","equilibrium",1450000,1150000,3e+05,1119421.84621505,911282.973374237,1305907.90616322,329560.586069616,139539.043799022,539897.408229815
1896,79,"B","equilibrium",1470000,1120000,350000,1120419.28309205,898526.555676258,1338017.27335766,348015.712741431,125503.907472643,605546.522632857
1896,79,"C","equilibrium",960000,610000,350000,634655.571408755,523965.971101287,758263.064873586,291853.726063895,76273.2009383425,551569.021581625
1896,79,"D","equilibrium",1190000,940000,250000,939260.413860947,828948.517823725,1047707.81281176,243204.277996274,53276.6383860335,488345.995453406
1944,81,"A","equilibrium",1730000,1370000,360000,1365843.09829549,1123574.10476045,1638857.34302002,361472.73047846,91075.5936589571,613970.714117685
1944,81,"B","equilibrium",1400000,1310000,90000,1199143.9627978,987243.693468406,1392759.56629892,239464.576736953,71313.7763988111,467576.195478491
1944,81,"C","equilibrium",1020000,730000,290000,738534.706661225,622409.416676378,860003.794327738,265765.975386993,62425.2502724583,523158.466197781
1944,81,"D","equilibrium",1160000,890000,270000,894587.435969736,789253.14061042,1005245.90300894,250804.121549711,56523.0974706496,498844.957665241
1992,83,"A","equilibrium",1770000,9e+05,870000,999827.591097358,822768.152407137,1223392.39449122,763525.926571847,526188.915854018,951720.511267156
1992,83,"B","equilibrium",1600000,1080000,520000,1127683.64724092,889747.463695078,1364916.45327495,450768.804409156,189848.714471213,735076.300267824
1992,83,"C","equilibrium",1e+06,820000,180000,813057.193580508,693835.683173485,930146.988306753,213052.220733164,42626.5321600382,452401.454239187
1992,83,"D","equilibrium",1200000,820000,380000,835500.932365358,730928.083098821,951344.524798423,315832.972052337,87579.0499815518,584720.350434758
2040,85,"A","equilibrium",1540000,1160000,380000,1146570.77050747,962646.063457924,1347924.27572141,391024.199435462,181928.146253781,584379.519149343
2040,85,"B","equilibrium",1500000,1080000,420000,1107110.53576549,874784.098446991,1328450.39183163,383868.822707347,149487.30346151,661227.091888087
2040,85,"C","equilibrium",820000,690000,130000,690175.913099385,575410.964481736,804383.110766381,186515.195096304,35037.025114925,408493.988958558
2040,85,"D","equilibrium",860000,860000,0,845417.543074249,736882.947629224,946929.329595532,139963.503442958,23256.8213132347,325544.807175244
2088,87,"A","equilibrium",1920000,1540000,380000,1516262.14540227,1287679.76727692,1702178.24978278,400263.277242836,205811.201693007,634179.18581597
2088,87,"B","equilibrium",2120000,1550000,570000,1555008.41608355,1298655.11166037,1803350.09846109,532868.918487478,253456.939114499,839346.15074108
2088,87,"C","equilibrium",950000,1100000,-150000,1040918.80050903,901700.122134429,1150853.43520404,117749.658237766,17635.2016511009,291696.42202538
2088,87,"D","equilibrium",1160000,1400000,-240000,1329923.43484298,1188339.08099729,1433953.27065884,97057.2439564561,14040.0437333133,244232.316342211
2136,89,"A","equilibrium",1520000,1040000,480000,1104825.44413205,882822.32517665,1306366.9508504,411052.448495448,205845.282035325,642131.506842371
2136,89,"B","equilibrium",1430000,1150000,280000,1128458.5685579,912869.199052229,1336895.4990563,310750.34427049,105091.947625638,554190.867708794
2136,89,"C","equilibrium",590000,9e+05,-310000,829906.142801179,686511.181760101,940155.203862345,88652.6383261048,12651.0786659503,224066.000917848
2136,89,"D","equilibrium",1070000,850000,220000,855276.827660532,748260.445634413,966638.615403227,222310.65161936,45708.7945188287,457915.051622578
2184,91,"A","equilibrium",1540000,1740000,-2e+05,1410640.92806804,1261928.49494941,1542617.98833749,143318.467856554,35090.4201766753,288404.296316841
2184,91,"B","equilibrium",1650000,1650000,0,1471115.58946315,1257575.33237483,1669083.45787962,226441.646030196,65472.4149859052,445262.277414373
2184,91,"C","equilibrium",1290000,890000,4e+05,892175.779011573,768547.188778101,1017628.31930686,347319.43203144,102432.221933944,627460.190141851
2814,117.25,"D","equilibrium",1110000,820000,290000,832077.071557669,727277.003695476,942852.296634342,258132.303083043,58696.9671717224,509115.568750471
2232,93,"A","equilibrium",1200000,1230000,-30000,1053466.36477038,901147.50494608,1181076.90625232,156793.931056847,41583.435445318,312043.91343291
2232,93,"B","equilibrium",1570000,1430000,140000,1327563.40668507,1103904.0996879,1527741.7407275,267125.293228614,81578.2613625718,509384.729457165
2232,93,"C","equilibrium",750000,710000,40000,700297.520876509,584798.841965976,811559.403848856,155818.505085362,25545.7931391876,358678.293457203
